ContractID,ContractType,Department,VendorID,ContractValue,PaymentTerms,Payment_Method,TransactionDate,IsFraud
568,Services,Port,v4,47170.96,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
569,Maintenance,Public Works,v2,10314.1,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
570,Services,Engineering,v1,57342.77,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
571,Supply,Bridge and Highway,v1,63469.36,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
572,Construction,Public Works,v2,24481.92,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
573,Services,Public Works,v3,98685.04,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
574,Services,Engineering,v5,63283.63,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
575,Construction,Port,v3,76587.78,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
576,Construction,Airport,v5,12533.2,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
577,Services,Public Works,v5,8846.79,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
578,Services,Public Works,v4,7579.4,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
579,Services,Airport,v1,37308.78,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
580,Services,Port,v4,45895.25,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
581,Maintenance,Engineering,v2,34121.88,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
582,Supply,Airport,v2,9313.41,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
583,Construction,Airport,v2,81761.23,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
584,Maintenance,Bridge and Highway,v5,56222.85,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
585,Maintenance,Engineering,v1,32382.36,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
586,Supply,Public Works,v3,42865.72,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
587,Services,Engineering,v3,66697.69,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
588,Construction,Engineering,v5,46132.0,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
589,Services,Engineering,v5,93042.74,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
590,Construction,Engineering,v5,14759.61,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
591,Services,Engineering,v5,43011.09,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
592,Services,Engineering,v4,74460.26,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
593,Supply,Engineering,v2,38725.93,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
594,Supply,Port,v4,45363.62,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
595,Services,Engineering,v1,37098.35,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
596,Services,Public Works,v1,90698.94,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
597,Construction,Public Works,v3,42433.91,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
598,Supply,Bridge and Highway,v5,52122.1,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
599,Supply,Airport,v5,36687.83,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
600,Services,Airport,v5,14394.14,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
601,Services,Public Works,v5,28203.32,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
602,Supply,Engineering,v2,22991.97,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
603,Services,Airport,v3,99223.81,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
604,Construction,Bridge and Highway,v2,58005.07,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
605,Services,Public Works,v1,97186.97,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
606,Supply,Public Works,v5,79442.61,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
607,Supply,Public Works,v3,8150.05,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
608,Services,Engineering,v2,10068.51,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
609,Construction,Bridge and Highway,v2,12307.23,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
610,Supply,Engineering,v3,56143.54,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
611,Construction,Engineering,v1,44158.22,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
612,Maintenance,Engineering,v2,59126.11,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
613,Construction,Public Works,v1,75103.23,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
614,Maintenance,Bridge and Highway,v5,15321.83,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
615,Services,Engineering,v4,71581.28,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
616,Supply,Engineering,v4,29714.46,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
617,Construction,Engineering,v3,89138.68,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
618,Services,Engineering,v4,62221.07,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
619,Services,Airport,v4,29003.38,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
620,Services,Bridge and Highway,v2,79673.97,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
621,Supply,Port,v1,92362.21,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
622,Services,Public Works,v3,56211.46,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
623,Services,Bridge and Highway,v4,19782.08,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
624,Supply,Bridge and Highway,v2,63511.84,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
625,Supply,Port,v4,51648.28,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
626,Supply,Engineering,v1,25901.24,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
627,Services,Engineering,v3,41196.04,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
628,Supply,Bridge and Highway,v4,3243.62,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
629,Maintenance,Engineering,v1,35444.6,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
630,Services,Public Works,v2,49431.79,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
631,Supply,Bridge and Highway,v2,21076.97,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
632,Services,Port,v3,42853.47,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
633,Services,Engineering,v3,4031.85,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
634,Construction,Port,v4,27770.7,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
635,Supply,Port,v4,22450.76,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
636,Services,Public Works,v1,2954.21,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
637,Services,Bridge and Highway,v2,41744.79,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
638,Supply,Airport,v5,5114.19,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
639,Services,Engineering,v1,23950.65,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
640,Maintenance,Engineering,v5,21133.72,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
641,Supply,Engineering,v1,65518.15,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
642,Supply,Engineering,v5,68098.46,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
643,Services,Engineering,v3,20434.3,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
644,Construction,Engineering,v4,31635.34,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
645,Supply,Airport,v5,11132.16,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
646,Construction,Engineering,v1,81074.05,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",false
647,Maintenance,Engineering,v2,36290.7,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
648,Supply,Bridge and Highway,v5,66332.58,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
649,Services,Transportation,v4,93106.46,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
650,Supply,Public Works,v1,41951.8,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
651,Services,Public Works,v1,7307.97,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
652,Services,Engineering,v5,77054.76,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
653,Maintenance,Engineering,v5,16501.89,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
654,Construction,Engineering,v2,61337.02,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
655,Services,Bridge and Highway,v2,30702.15,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
656,Construction,Engineering,v5,58387.3,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
657,Services,Engineering,v4,76209.78,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
658,Supply,Public Works,v5,34219.26,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
659,Services,Public Works,v5,94051.65,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
660,Supply,Bridge and Highway,v5,31305.92,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
661,Supply,Engineering,v2,89638.38,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
662,Construction,Public Works,v5,37840.63,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
663,Services,Public Works,v5,35341.36,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
664,Supply,Engineering,v5,64259.28,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
665,Services,Public Works,v1,43852.5,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
666,Construction,Transportation,v2,49338.58,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
667,Supply,Bridge and Highway,v1,66005.97,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
668,Supply,Public Works,v5,94565.26,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
669,Maintenance,Engineering,v5,85059.6,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
670,Supply,Port,v1,42154.02,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
671,Supply,Engineering,v1,95326.27,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
672,Construction,Port,v4,35732.29,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
673,Services,Transportation,v1,51547.74,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
674,Services,Engineering,v2,89595.59,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
675,Services,Engineering,v2,73436.65,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
676,Services,Engineering,v2,22362.58,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
677,Construction,Bridge and Highway,v1,27872.56,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
678,Services,Engineering,v5,24783.04,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
679,Construction,Port,v4,1207.98,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
680,Services,Port,v2,29335.36,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
681,Supply,Engineering,v4,29838.56,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
682,Services,Public Works,v2,72914.34,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
683,Construction,Engineering,v5,7560.56,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
684,Services,Public Works,v1,57707.14,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
685,Supply,Engineering,v1,80418.58,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
686,Supply,Public Works,v5,61545.98,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
687,Supply,Engineering,v4,22873.88,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
688,Services,Bridge and Highway,v1,11907.15,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
689,Construction,Airport,v5,42182.07,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
690,Services,Engineering,v1,12490.68,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
691,Services,Engineering,v2,71043.65,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
692,Supply,Engineering,v1,49601.7,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
693,Construction,Public Works,v3,8186.83,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
694,Services,Engineering,v4,92950.15,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
695,Construction,Public Works,v1,51310.78,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
696,Supply,Bridge and Highway,v1,28284.06,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
697,Services,Public Works,v1,25819.54,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
698,Construction,Bridge and Highway,v2,37837.95,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
699,Supply,Airport,v4,89929.17,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
700,Services,Public Works,v2,63101.39,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
701,Construction,Public Works,v5,34042.44,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
702,Construction,Public Works,v5,6083.15,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
703,Services,Engineering,v5,7039.53,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
704,Services,Engineering,v2,30472.53,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
705,Construction,Airport,v2,42851.88,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
706,Services,Engineering,v1,1795.62,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
707,Construction,Engineering,v1,81265.95,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
708,Construction,Engineering,v5,80376.78,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
709,Supply,Port,v1,65296.64,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
710,Supply,Engineering,v5,30354.05,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
711,Supply,Public Works,v4,64430.29,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
712,Services,Bridge and Highway,v2,2439.7,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
713,Construction,Engineering,v1,46324.54,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",false
714,Services,Bridge and Highway,v1,49806.52,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
715,Services,Engineering,v2,46862.13,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
716,Services,Engineering,v1,85239.52,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
717,Services,Public Works,v5,97842.63,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
718,Construction,Port,v1,79946.52,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
719,Maintenance,Public Works,v1,79607.19,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
720,Construction,Bridge and Highway,v1,46072.87,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
721,Construction,Public Works,v5,9421.65,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
722,Supply,Engineering,v1,19163.31,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
723,Services,Public Works,v4,67114.99,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
724,Supply,Engineering,v3,74212.12,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
725,Services,Engineering,v1,13673.45,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
726,Supply,Public Works,v4,51069.52,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
727,Services,Port,v4,88968.95,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
728,Services,Engineering,v2,24498.5,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
729,Construction,Bridge and Highway,v4,71080.69,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
730,Construction,Engineering,v2,58976.61,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
731,Maintenance,Public Works,v4,5557.19,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
732,Maintenance,Public Works,v1,57861.56,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
733,Services,Public Works,v1,21383.54,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
734,Services,Public Works,v1,94501.69,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
735,Services,Engineering,v5,77182.35,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
736,Construction,Engineering,v5,32441.66,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
737,Supply,Port,v1,50854.83,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
738,Supply,Public Works,v1,9440.5,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
739,Supply,Airport,v1,46137.0,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
740,Supply,Port,v1,94736.7,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
741,Supply,Airport,v5,45184.62,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
742,Supply,Public Works,v1,49681.27,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
743,Services,Port,v1,3841.73,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
744,Supply,Public Works,v1,80841.94,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
745,Services,Airport,v2,73582.39,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
746,Construction,Transportation,v1,21230.8,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
747,Maintenance,Port,v5,60675.4,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
748,Supply,Engineering,v5,3391.76,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
749,Services,Bridge and Highway,v5,33522.92,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
750,Services,Public Works,v1,33182.01,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
751,Construction,Transportation,v5,74665.75,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",true
752,Services,Bridge and Highway,v1,99832.57,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
753,Construction,Engineering,v5,86164.13,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
754,Services,Transportation,v4,10785.06,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
755,Construction,Airport,v2,20351.66,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
756,Services,Port,v1,14015.61,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
757,Supply,Engineering,v1,12724.96,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
758,Services,Bridge and Highway,v2,82547.5,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
759,Supply,Engineering,v2,81796.26,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
760,Construction,Engineering,v1,85627.65,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
761,Services,Engineering,v4,62799.82,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
762,Supply,Port,v4,9961.74,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
763,Services,Public Works,v4,61555.75,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
764,Supply,Engineering,v2,68019.95,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
765,Construction,Airport,v2,88697.98,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
766,Supply,Port,v5,96206.45,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
767,Construction,Engineering,v5,28990.48,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
768,Services,Bridge and Highway,v3,83024.83,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
769,Construction,Public Works,v2,8569.65,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
770,Construction,Port,v5,25423.61,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
771,Supply,Public Works,v5,42408.08,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
772,Construction,Public Works,v5,41576.62,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
773,Services,Public Works,v4,89268.23,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
774,Construction,Engineering,v4,11310.66,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
775,Maintenance,Engineering,v5,42764.64,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
776,Services,Public Works,v5,46267.14,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
777,Supply,Engineering,v2,39443.93,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
778,Supply,Bridge and Highway,v5,4979.29,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
779,Construction,Engineering,v1,86984.51,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
780,Supply,Port,v1,76815.27,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
781,Supply,Engineering,v4,92221.44,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
782,Services,Airport,v3,59054.54,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
783,Supply,Engineering,v2,7687.68,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
784,Supply,Bridge and Highway,v4,92303.54,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
785,Supply,Engineering,v1,65826.17,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
786,Services,Public Works,v1,95381.26,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
787,Supply,Public Works,v5,77260.79,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
788,Services,Engineering,v1,15509.4,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
789,Supply,Port,v1,7815.85,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
790,Services,Public Works,v1,28864.8,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
791,Services,Transportation,v4,86193.52,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
792,Construction,Engineering,v2,52359.89,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
793,Construction,Public Works,v1,41855.37,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
794,Services,Port,v5,67284.37,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
795,Services,Airport,v3,47469.62,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
796,Maintenance,Public Works,v2,71134.79,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
797,Services,Engineering,v5,83927.53,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
798,Supply,Port,v2,29986.82,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",true
799,Services,Engineering,v5,48671.54,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
800,Services,Engineering,v2,65548.15,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
801,Supply,Public Works,v4,50277.28,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",false
802,Services,Public Works,v1,13105.96,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
803,Supply,Public Works,v1,46307.57,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
804,Supply,Public Works,v5,19197.53,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
805,Services,Engineering,v5,47123.69,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
806,Maintenance,Airport,v2,2086.94,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
807,Services,Public Works,v1,18985.94,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
808,Construction,Port,v1,30851.7,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
809,Supply,Public Works,v1,46091.39,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
810,Services,Port,v1,3461.18,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
811,Supply,Engineering,v5,93375.57,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
812,Supply,Public Works,v5,4335.63,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
813,Construction,Airport,v2,34778.94,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
814,Services,Public Works,v1,95174.73,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",false
815,Construction,Engineering,v1,56842.09,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
816,Supply,Bridge and Highway,v4,19056.72,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
817,Supply,Bridge and Highway,v2,70480.41,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",true
818,Supply,Public Works,v5,77643.95,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
819,Maintenance,Public Works,v5,53561.96,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
820,Services,Public Works,v3,55953.93,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
821,Construction,Public Works,v4,36986.66,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
822,Supply,Transportation,v4,19483.88,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
823,Services,Engineering,v5,31720.37,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
824,Services,Public Works,v1,21459.56,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
825,Services,Bridge and Highway,v3,26718.16,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
826,Services,Transportation,v1,87310.37,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
827,Services,Bridge and Highway,v3,52603.77,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
828,Supply,Engineering,v5,85435.38,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
829,Services,Public Works,v4,47601.38,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
830,Services,Public Works,v4,11259.22,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
831,Supply,Engineering,v2,72781.61,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
832,Services,Airport,v4,17695.34,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
833,Construction,Engineering,v4,29647.85,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
834,Supply,Transportation,v5,87891.93,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
835,Supply,Public Works,v3,88927.04,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
836,Construction,Public Works,v4,67626.8,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
837,Construction,Engineering,v5,26633.0,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
838,Supply,Public Works,v1,77391.84,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
839,Services,Engineering,v5,56193.29,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
840,Services,Bridge and Highway,v2,58525.81,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
841,Services,Public Works,v2,83802.41,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
842,Services,Engineering,v1,18250.41,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
843,Construction,Public Works,v2,14714.1,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
844,Construction,Bridge and Highway,v2,27166.58,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
845,Supply,Engineering,v3,48736.04,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
846,Supply,Engineering,v3,64714.25,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",true
847,Services,Engineering,v4,94402.93,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
848,Services,Engineering,v4,27999.77,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
849,Services,Bridge and Highway,v1,61030.6,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
850,Services,Engineering,v4,64066.47,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
851,Supply,Public Works,v1,57206.96,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
