ContractID,ContractType,Department,VendorID,ContractValue,PaymentTerms,Payment_Method,TransactionDate,IsFraud
663,Supply,Airport,v3,12343.72,Net 45,PayPal,2023-06-21,true
664,Services,Public Works,v5,43408.85,Net 30,Bank Transfer,2023-04-02,true
665,Services,Bridge and Highway,v5,70131.35,Net 30,Bank Transfer,2022-12-30,false
666,Maintenance,Public Works,v2,51222.06,Net 30,PayPal,2023-06-22,false
667,Supply,Engineering,v5,51375.56,Net 45,Credit Card,2023-08-02,true
668,Construction,Engineering,v3,26694.69,Net 45,Bank Transfer,2023-04-19,true
669,Supply,Bridge and Highway,v5,25390.33,Net 60,Bank Transfer,2023-07-10,false
670,Construction,Public Works,v3,48931.08,Net 30,Credit Card,2023-09-19,true
671,Maintenance,Transportation,v2,33574.69,Net 60,Credit Card,2023-06-21,true
672,Construction,Bridge and Highway,v5,70675.94,Net 30,Credit Card,2023-01-12,true
673,Services,Port,v4,29178.01,Net 45,PayPal,2022-11-23,true
674,Maintenance,Transportation,v5,64550.93,Net 30,Bank Transfer,2023-09-24,true
675,Construction,Port,v4,79467.45,Net 30,Credit Card,2023-07-27,true
676,Maintenance,Port,v5,85060.02,Net 45,Bank Transfer,2023-07-29,true
677,Supply,Port,v2,27317.93,Net 30,Bank Transfer,2023-08-18,false
678,Construction,Transportation,v1,80249.78,Net 30,PayPal,2023-08-13,true
679,Services,Transportation,v2,62886.84,Net 30,Bank Transfer,2023-05-19,true
680,Maintenance,Port,v4,74427.87,Net 60,PayPal,2023-06-14,true
681,Maintenance,Port,v2,89844.07,Net 45,PayPal,2023-02-24,false
682,Services,Public Works,v2,46441.65,Net 30,Credit Card,2023-04-27,false
683,Maintenance,Port,v2,57417.78,Net 45,PayPal,2023-05-20,false
684,Supply,Engineering,v5,33469.1,Net 30,Credit Card,2023-07-02,false
685,Supply,Public Works,v1,46047.81,Net 30,PayPal,2022-11-20,false
686,Supply,Engineering,v3,52442.51,Net 45,Bank Transfer,2023-01-29,false
687,Maintenance,Engineering,v1,93955.41,Net 30,Credit Card,2023-08-01,true
688,Construction,Transportation,v2,46029.23,Net 60,PayPal,2022-12-17,false
689,Supply,Airport,v1,14777.43,Net 45,Bank Transfer,2023-06-16,true
690,Maintenance,Port,v1,34460.84,Net 30,PayPal,2023-01-05,false
691,Services,Port,v5,54836.42,Net 45,Credit Card,2023-10-03,true
692,Supply,Transportation,v5,49972.73,Net 45,Credit Card,2023-06-02,false
693,Services,Bridge and Highway,v2,59036.57,Net 60,Bank Transfer,2023-10-24,true
694,Supply,Transportation,v3,38338.97,Net 30,PayPal,2023-05-05,false
695,Services,Engineering,v5,21615.42,Net 60,Credit Card,2022-10-30,false
696,Services,Public Works,v1,30199.58,Net 45,Bank Transfer,2022-11-11,true
697,Construction,Bridge and Highway,v1,19769.35,Net 30,Credit Card,2022-11-14,true
698,Services,Engineering,v1,31859.65,Net 45,Credit Card,2023-02-24,false
699,Services,Airport,v2,32203.92,Net 60,PayPal,2023-06-18,false
700,Services,Bridge and Highway,v4,25754.76,Net 60,PayPal,2023-07-01,false
701,Services,Bridge and Highway,v2,81791.24,Net 60,PayPal,2023-05-20,false
702,Supply,Transportation,v5,76592.79,Net 30,Credit Card,2023-08-28,false
703,Services,Transportation,v5,59299.77,Net 30,Credit Card,2023-10-11,true
704,Services,Port,v5,41985.84,Net 30,Bank Transfer,2023-10-05,false
705,Maintenance,Bridge and Highway,v2,45606.66,Net 45,Bank Transfer,2023-02-22,false
706,Supply,Engineering,v4,70329.73,Net 30,Credit Card,2023-08-11,false
707,Construction,Engineering,v2,86398.32,Net 60,Credit Card,2022-11-13,true
708,Supply,Transportation,v3,87395.81,Net 60,Credit Card,2023-04-11,true
709,Maintenance,Bridge and Highway,v3,26508.42,Net 60,Bank Transfer,2023-06-08,false
710,Services,Bridge and Highway,v3,56061.69,Net 60,Bank Transfer,2023-02-03,true
711,Maintenance,Airport,v4,69905.92,Net 45,Credit Card,2023-10-01,false
712,Supply,Airport,v5,26123.34,Net 45,Credit Card,2023-01-24,false
713,Services,Public Works,v4,70629.28,Net 45,PayPal,2023-01-01,true
714,Construction,Airport,v5,45322.08,Net 45,Bank Transfer,2023-08-03,true
715,Maintenance,Port,v2,83575.31,Net 45,PayPal,2023-10-29,true
716,Supply,Bridge and Highway,v2,33651.81,Net 60,Bank Transfer,2022-12-15,false
717,Supply,Airport,v4,27577.24,Net 60,Credit Card,2023-08-20,true
718,Supply,Transportation,v4,39984.86,Net 30,Bank Transfer,2023-02-12,false
719,Maintenance,Airport,v1,21659.1,Net 30,PayPal,2023-02-11,false
720,Supply,Port,v2,74174.07,Net 45,PayPal,2023-03-23,false
721,Services,Airport,v1,44945.2,Net 45,PayPal,2023-05-29,true
722,Maintenance,Transportation,v3,61115.76,Net 30,Credit Card,2023-07-25,false
723,Supply,Port,v3,57920.01,Net 45,Bank Transfer,2023-01-21,false
724,Maintenance,Bridge and Highway,v1,25987.19,Net 30,PayPal,2023-06-16,true
725,Maintenance,Public Works,v3,71622.3,Net 60,Bank Transfer,2022-12-06,true
726,Maintenance,Bridge and Highway,v3,88517.46,Net 45,Credit Card,2023-01-01,false
727,Construction,Transportation,v2,50075.25,Net 30,Credit Card,2023-01-12,true
728,Construction,Transportation,v3,79149.78,Net 60,Credit Card,2023-08-06,false
729,Construction,Public Works,v3,28840.62,Net 60,Bank Transfer,2022-11-14,true
730,Supply,Transportation,v2,61136.59,Net 45,Credit Card,2023-02-04,true
731,Services,Transportation,v1,57873.61,Net 45,Bank Transfer,2023-07-25,false
732,Supply,Port,v3,30721.77,Net 60,PayPal,2023-07-15,true
733,Supply,Engineering,v3,44164.69,Net 60,Bank Transfer,2023-04-09,false
734,Maintenance,Engineering,v5,11279.13,Net 45,Credit Card,2023-01-11,false
735,Construction,Port,v2,11282.66,Net 60,PayPal,2022-12-15,true
736,Services,Engineering,v5,85172.68,Net 45,Credit Card,2023-01-16,true
737,Maintenance,Port,v4,23780.0,Net 60,Bank Transfer,2023-05-28,false
738,Services,Airport,v5,32768.26,Net 45,PayPal,2023-10-23,false
739,Construction,Engineering,v5,69275.05,Net 60,Bank Transfer,2023-06-05,false
740,Supply,Port,v3,78918.31,Net 30,PayPal,2023-01-09,true
741,Construction,Port,v4,92903.94,Net 45,Credit Card,2023-02-20,false
742,Construction,Airport,v5,78831.07,Net 60,PayPal,2023-08-22,false
743,Maintenance,Airport,v5,25015.11,Net 45,Bank Transfer,2022-11-28,true
744,Supply,Port,v2,76846.43,Net 30,Credit Card,2023-10-09,true
745,Supply,Transportation,v4,44815.79,Net 45,PayPal,2022-11-01,true
746,Services,Bridge and Highway,v5,38574.56,Net 60,Credit Card,2023-04-29,true
747,Supply,Bridge and Highway,v3,34782.44,Net 30,Credit Card,2022-11-24,false
748,Supply,Bridge and Highway,v4,44035.64,Net 45,Bank Transfer,2023-06-19,false
749,Services,Engineering,v4,20727.88,Net 30,Credit Card,2023-09-13,true
750,Maintenance,Bridge and Highway,v5,51565.8,Net 30,PayPal,2023-03-08,false
751,Construction,Public Works,v5,27845.58,Net 30,PayPal,2023-08-19,true
752,Maintenance,Public Works,v4,29999.96,Net 45,Bank Transfer,2023-01-21,true
753,Services,Bridge and Highway,v2,40007.06,Net 30,Bank Transfer,2023-06-25,false
754,Construction,Engineering,v2,13647.56,Net 60,Credit Card,2023-02-12,true
755,Maintenance,Bridge and Highway,v3,77034.62,Net 30,Credit Card,2023-08-02,true
756,Services,Public Works,v5,47908.01,Net 60,PayPal,2023-05-09,true
757,Supply,Transportation,v4,94050.17,Net 30,Credit Card,2023-04-08,false
758,Maintenance,Transportation,v1,46963.43,Net 60,Bank Transfer,2023-08-12,true
759,Services,Engineering,v2,47889.62,Net 45,Credit Card,2023-05-04,true
760,Supply,Transportation,v5,28151.37,Net 45,Bank Transfer,2022-12-19,true
761,Maintenance,Engineering,v2,71288.61,Net 60,PayPal,2023-08-13,false
762,Construction,Port,v4,55825.49,Net 45,PayPal,2022-12-21,true
763,Construction,Port,v5,76409.56,Net 45,Credit Card,2023-05-28,true
764,Supply,Transportation,v4,91112.04,Net 60,PayPal,2023-07-15,false
765,Supply,Airport,v5,49273.64,Net 45,Bank Transfer,2023-10-17,false
766,Services,Port,v1,62494.54,Net 60,Bank Transfer,2023-06-28,false
767,Services,Port,v2,82985.29,Net 60,Credit Card,2023-10-06,true
768,Maintenance,Engineering,v5,18158.6,Net 30,Credit Card,2023-03-21,true
769,Services,Bridge and Highway,v5,71098.93,Net 60,PayPal,2022-12-15,false
770,Construction,Transportation,v5,30071.87,Net 45,Bank Transfer,2022-12-09,true
771,Maintenance,Bridge and Highway,v2,18611.33,Net 45,Bank Transfer,2023-05-29,false
772,Services,Public Works,v2,12668.36,Net 60,Credit Card,2023-06-11,true
773,Maintenance,Bridge and Highway,v3,91107.44,Net 60,Credit Card,2023-10-23,false
774,Supply,Public Works,v5,99419.25,Net 45,Credit Card,2023-01-11,false
775,Construction,Bridge and Highway,v1,87587.57,Net 60,Credit Card,2023-09-20,true
776,Construction,Airport,v4,17737.61,Net 60,PayPal,2022-11-09,true
777,Construction,Airport,v4,37439.83,Net 60,Bank Transfer,2023-05-27,false
778,Maintenance,Port,v3,80508.45,Net 45,PayPal,2022-11-12,false
779,Services,Port,v2,86784.1,Net 60,Credit Card,2023-01-14,true
780,Maintenance,Port,v4,59984.51,Net 45,Bank Transfer,2023-08-10,true
781,Services,Public Works,v1,67904.82,Net 30,Bank Transfer,2022-11-07,true
782,Services,Engineering,v2,31201.08,Net 30,Credit Card,2023-03-08,false
783,Maintenance,Transportation,v2,56328.3,Net 60,Bank Transfer,2023-09-06,false
784,Construction,Airport,v2,84660.89,Net 45,Credit Card,2023-05-19,true
785,Maintenance,Airport,v5,62350.03,Net 30,PayPal,2023-07-20,true
786,Supply,Bridge and Highway,v3,57305.12,Net 45,Credit Card,2023-04-08,true
787,Supply,Transportation,v1,84403.44,Net 45,Credit Card,2023-09-05,true
788,Construction,Public Works,v3,77430.68,Net 45,PayPal,2022-12-05,false
789,Supply,Port,v3,37887.61,Net 45,Credit Card,2023-08-15,true
790,Services,Airport,v1,83094.47,Net 30,Credit Card,2023-01-27,false
791,Maintenance,Public Works,v1,21571.51,Net 60,Bank Transfer,2023-07-05,false
792,Services,Bridge and Highway,v3,26975.84,Net 60,Credit Card,2023-04-15,false
793,Construction,Engineering,v3,66276.33,Net 60,PayPal,2023-09-09,false
794,Maintenance,Port,v4,47787.71,Net 60,Credit Card,2023-01-16,false
795,Maintenance,Transportation,v1,22442.76,Net 60,Bank Transfer,2022-11-07,false
796,Services,Engineering,v2,97039.08,Net 30,Bank Transfer,2023-08-05,false
797,Services,Port,v2,62861.39,Net 30,Bank Transfer,2023-01-28,false
798,Supply,Transportation,v4,54584.97,Net 30,Credit Card,2023-10-08,false
799,Construction,Engineering,v4,77889.66,Net 60,Credit Card,2023-04-29,false
800,Maintenance,Transportation,v4,29677.12,Net 30,Bank Transfer,2023-03-21,true
801,Supply,Engineering,v3,86054.88,Net 60,PayPal,2023-09-17,true
802,Maintenance,Public Works,v3,45648.14,Net 45,PayPal,2023-02-06,true
803,Construction,Bridge and Highway,v2,45871.37,Net 60,Credit Card,2023-09-28,false
804,Construction,Bridge and Highway,v1,37038.64,Net 30,Bank Transfer,2023-06-02,true
805,Services,Engineering,v4,30481.23,Net 45,PayPal,2023-02-18,false
806,Construction,Transportation,v3,59125.85,Net 60,Credit Card,2023-08-11,false
807,Construction,Airport,v3,27762.79,Net 45,Credit Card,2023-03-21,false
808,Construction,Public Works,v4,41786.38,Net 60,Credit Card,2023-08-27,true
809,Services,Engineering,v3,73159.73,Net 60,Credit Card,2023-04-04,true
810,Maintenance,Public Works,v2,58827.06,Net 30,PayPal,2023-07-01,true
811,Services,Port,v4,20326.68,Net 30,Bank Transfer,2023-04-19,true
812,Construction,Engineering,v1,30402.25,Net 60,PayPal,2023-04-01,true
813,Maintenance,Engineering,v5,64099.98,Net 45,Credit Card,2022-12-23,false
814,Construction,Engineering,v3,62652.08,Net 45,Bank Transfer,2023-03-08,false
815,Supply,Public Works,v1,14749.97,Net 60,Credit Card,2023-01-13,true
816,Construction,Engineering,v3,37885.22,Net 60,PayPal,2023-02-02,false
817,Supply,Port,v2,62336.45,Net 30,PayPal,2023-09-14,false
818,Services,Transportation,v1,58344.89,Net 60,PayPal,2023-05-27,false
819,Maintenance,Port,v2,38680.67,Net 60,Credit Card,2022-10-31,false
820,Construction,Bridge and Highway,v1,22786.1,Net 45,PayPal,2023-05-01,true
821,Maintenance,Transportation,v5,48858.64,Net 45,PayPal,2023-04-20,false
822,Supply,Engineering,v3,68116.49,Net 45,Credit Card,2023-09-25,false
823,Construction,Transportation,v1,22327.51,Net 60,PayPal,2023-04-11,false
824,Supply,Transportation,v1,41182.64,Net 45,Credit Card,2023-04-29,false
825,Maintenance,Airport,v3,71880.81,Net 30,Credit Card,2023-07-23,true
826,Services,Engineering,v1,22119.17,Net 30,Credit Card,2023-08-30,true
827,Construction,Public Works,v2,18237.88,Net 30,PayPal,2022-12-27,true
828,Services,Port,v1,32250.62,Net 30,PayPal,2023-04-09,false
829,Maintenance,Bridge and Highway,v4,37590.58,Net 45,Credit Card,2023-05-06,true
830,Supply,Airport,v4,28679.97,Net 60,Bank Transfer,2023-05-05,false
831,Maintenance,Bridge and Highway,v3,14661.56,Net 45,PayPal,2023-02-27,false
832,Services,Engineering,v5,73245.29,Net 45,Credit Card,2023-09-17,true
833,Maintenance,Transportation,v3,23472.67,Net 60,Bank Transfer,2023-08-26,true
834,Construction,Transportation,v5,67454.39,Net 60,Bank Transfer,2023-09-10,false
835,Maintenance,Engineering,v3,22978.53,Net 45,Credit Card,2023-03-17,false
836,Services,Airport,v4,35659.52,Net 30,Credit Card,2023-06-29,false
837,Supply,Transportation,v4,66717.01,Net 60,Bank Transfer,2023-10-01,false
838,Maintenance,Bridge and Highway,v5,16503.85,Net 30,Credit Card,2023-03-21,true
839,Maintenance,Port,v3,16023.29,Net 30,Bank Transfer,2023-09-03,false
840,Supply,Transportation,v2,69604.38,Net 45,Credit Card,2023-09-29,true
841,Construction,Airport,v5,71518.33,Net 45,Bank Transfer,2023-02-26,false
842,Construction,Engineering,v4,90933.03,Net 30,PayPal,2023-10-22,true
843,Construction,Bridge and Highway,v1,52045.37,Net 45,Bank Transfer,2023-07-19,true
844,Services,Port,v4,88567.93,Net 30,Credit Card,2023-02-25,true
845,Services,Airport,v1,36449.27,Net 60,Bank Transfer,2023-06-27,true
846,Services,Transportation,v2,12251.74,Net 45,PayPal,2023-09-05,false
847,Construction,Airport,v2,15656.27,Net 30,PayPal,2023-09-15,true
848,Supply,Port,v4,54834.61,Net 45,Credit Card,2023-04-17,true
849,Maintenance,Bridge and Highway,v3,49817.34,Net 45,Credit Card,2023-10-17,false
850,Services,Port,v3,68585.96,Net 45,Bank Transfer,2023-09-12,false
851,Construction,Transportation,v3,21333.6,Net 45,PayPal,2023-06-23,false
852,Construction,Bridge and Highway,v3,68893.35,Net 45,Bank Transfer,2022-11-25,false
853,Supply,Bridge and Highway,v5,26667.46,Net 30,Bank Transfer,2023-05-04,true
854,Supply,Airport,v5,36453.94,Net 45,Credit Card,2022-12-11,true
855,Services,Port,v5,74329.96,Net 60,Bank Transfer,2023-06-22,false
856,Supply,Public Works,v5,73073.69,Net 60,PayPal,2023-04-22,false
857,Maintenance,Public Works,v5,36457.74,Net 60,Credit Card,2023-09-29,false
858,Services,Engineering,v5,37290.57,Net 30,Credit Card,2023-07-07,false
859,Supply,Engineering,v5,19358.4,Net 60,Credit Card,2023-03-13,true
860,Supply,Bridge and Highway,v4,32633.78,Net 60,Bank Transfer,2023-02-03,true
861,Construction,Port,v2,40758.54,Net 30,Bank Transfer,2022-11-21,false
862,Services,Engineering,v2,12311.21,Net 60,Credit Card,2023-02-02,true
863,Construction,Port,v2,21218.38,Net 60,Bank Transfer,2022-12-05,false
864,Maintenance,Transportation,v2,65745.65,Net 45,Bank Transfer,2023-04-04,false
865,Supply,Port,v2,22404.94,Net 60,PayPal,2022-11-03,true
866,Services,Port,v1,78118.38,Net 30,PayPal,2023-06-21,true
867,Supply,Engineering,v1,13920.4,Net 60,Credit Card,2023-03-13,false
868,Construction,Bridge and Highway,v1,92289.63,Net 45,PayPal,2023-05-05,true
869,Maintenance,Airport,v4,53924.36,Net 30,Bank Transfer,2023-07-05,true
870,Supply,Port,v1,92833.33,Net 45,PayPal,2023-03-16,false
871,Services,Public Works,v1,53072.03,Net 30,PayPal,2022-11-21,false
872,Construction,Airport,v4,40762.01,Net 45,Credit Card,2022-11-18,false
873,Construction,Transportation,v1,49587.15,Net 45,Bank Transfer,2023-05-16,false
874,Supply,Airport,v1,93975.54,Net 60,Bank Transfer,2022-12-15,false
875,Construction,Port,v5,86592.96,Net 45,Credit Card,2022-11-13,false
876,Supply,Airport,v3,20598.43,Net 60,PayPal,2022-12-30,false
877,Construction,Bridge and Highway,v2,88057.83,Net 60,PayPal,2022-12-07,true
878,Supply,Bridge and Highway,v2,99311.21,Net 45,PayPal,2023-01-20,true
879,Construction,Airport,v1,95267.72,Net 45,Bank Transfer,2023-06-17,false
880,Supply,Engineering,v2,11841.54,Net 45,PayPal,2023-02-06,true
881,Maintenance,Public Works,v3,84518.36,Net 30,Credit Card,2023-10-25,false
882,Services,Public Works,v4,24510.7,Net 45,Credit Card,2023-08-13,true
883,Supply,Port,v1,28014.99,Net 30,Credit Card,2023-02-14,true
884,Maintenance,Port,v5,50693.44,Net 30,Credit Card,2023-03-08,false
885,Construction,Public Works,v4,99920.7,Net 60,PayPal,2023-08-04,false
886,Supply,Engineering,v4,97358.53,Net 30,PayPal,2023-10-18,false
887,Supply,Bridge and Highway,v4,58002.2,Net 45,Bank Transfer,2023-03-09,false
888,Construction,Port,v5,41653.64,Net 30,Bank Transfer,2023-05-12,false
889,Supply,Transportation,v2,79845.93,Net 45,Bank Transfer,2023-05-02,true
890,Services,Bridge and Highway,v5,35801.99,Net 60,Credit Card,2023-05-05,true
891,Maintenance,Airport,v4,50105.5,Net 60,Credit Card,2023-05-25,false
892,Supply,Engineering,v1,20630.32,Net 45,PayPal,2023-07-15,false
893,Services,Public Works,v3,52243.17,Net 60,PayPal,2023-03-12,true
894,Supply,Port,v1,77785.6,Net 45,Bank Transfer,2023-09-10,false
895,Construction,Airport,v2,76811.63,Net 30,PayPal,2023-05-13,true
896,Maintenance,Public Works,v3,93334.09,Net 60,Bank Transfer,2022-12-05,true
897,Maintenance,Port,v2,89974.87,Net 45,Credit Card,2023-07-17,true
898,Supply,Engineering,v3,17486.24,Net 30,Bank Transfer,2023-07-13,true
899,Construction,Engineering,v3,15053.17,Net 60,PayPal,2023-04-03,true
900,Services,Bridge and Highway,v2,73853.75,Net 30,PayPal,2023-03-29,false
901,Supply,Public Works,v5,36567.47,Net 60,Credit Card,2023-10-28,false
902,Construction,Transportation,v5,13994.07,Net 45,Credit Card,2023-04-30,false
903,Supply,Bridge and Highway,v5,69077.95,Net 30,Credit Card,2022-11-29,true
904,Maintenance,Airport,v3,63736.5,Net 30,Bank Transfer,2023-03-21,false
905,Supply,Bridge and Highway,v3,60960.9,Net 45,Credit Card,2023-06-26,false
906,Construction,Public Works,v3,16882.04,Net 30,Bank Transfer,2023-05-15,true
907,Maintenance,Bridge and Highway,v2,34598.59,Net 30,Credit Card,2023-08-16,true
908,Maintenance,Airport,v2,79268.96,Net 30,PayPal,2023-01-29,true
909,Maintenance,Bridge and Highway,v2,49421.97,Net 45,Credit Card,2023-08-22,false
910,Maintenance,Bridge and Highway,v4,66023.62,Net 45,Bank Transfer,2023-07-08,true
911,Services,Engineering,v5,46470.61,Net 60,Bank Transfer,2023-02-05,true
912,Construction,Bridge and Highway,v5,80758.51,Net 45,PayPal,2023-06-07,true
913,Construction,Airport,v2,66762.11,Net 45,PayPal,2022-11-14,false
914,Construction,Airport,v5,15925.63,Net 60,Credit Card,2023-06-13,true
915,Supply,Bridge and Highway,v3,65299.0,Net 60,Credit Card,2023-03-31,true
916,Supply,Port,v3,12250.11,Net 30,PayPal,2023-08-09,true
917,Services,Transportation,v5,66598.4,Net 45,Bank Transfer,2023-10-12,false
918,Maintenance,Public Works,v4,80585.06,Net 60,Credit Card,2023-08-19,false
919,Maintenance,Airport,v5,19106.41,Net 60,Bank Transfer,2022-12-23,true
920,Services,Engineering,v1,57115.25,Net 30,Bank Transfer,2023-04-10,true
921,Maintenance,Public Works,v5,72264.97,Net 45,PayPal,2023-03-18,false
922,Services,Bridge and Highway,v4,29342.13,Net 45,Bank Transfer,2023-08-20,true
923,Services,Transportation,v4,73354.15,Net 45,Credit Card,2023-04-02,false
924,Services,Public Works,v3,83190.28,Net 45,PayPal,2022-12-13,false
925,Supply,Engineering,v3,66374.12,Net 60,Bank Transfer,2023-02-16,true
926,Construction,Bridge and Highway,v2,55072.7,Net 30,Credit Card,2023-06-08,false
927,Supply,Transportation,v5,32374.58,Net 60,PayPal,2023-04-18,false
928,Construction,Engineering,v4,52458.92,Net 45,Bank Transfer,2023-09-30,true
929,Maintenance,Transportation,v2,78665.22,Net 45,Bank Transfer,2023-08-22,true
930,Maintenance,Public Works,v3,34223.47,Net 30,Credit Card,2023-03-25,false
931,Services,Engineering,v2,26258.21,Net 45,Bank Transfer,2023-10-12,true
932,Services,Port,v2,77327.08,Net 30,PayPal,2023-02-03,true
933,Services,Public Works,v2,34388.62,Net 45,Bank Transfer,2023-05-04,true
934,Construction,Bridge and Highway,v3,85544.18,Net 60,Credit Card,2023-08-27,false
935,Construction,Public Works,v3,65888.03,Net 45,PayPal,2023-01-13,false
936,Maintenance,Airport,v2,99736.03,Net 30,Bank Transfer,2023-07-17,false
937,Services,Transportation,v4,48285.03,Net 30,PayPal,2023-08-12,false
938,Maintenance,Bridge and Highway,v5,10529.35,Net 30,Credit Card,2022-12-01,false
939,Maintenance,Bridge and Highway,v5,91941.55,Net 60,Bank Transfer,2022-12-11,false
940,Supply,Bridge and Highway,v1,65584.81,Net 45,Bank Transfer,2023-07-12,true
941,Services,Engineering,v3,40150.01,Net 30,Bank Transfer,2023-09-01,false
942,Construction,Engineering,v1,35011.91,Net 60,Credit Card,2023-03-16,true
943,Maintenance,Airport,v4,80541.38,Net 30,PayPal,2023-01-18,true
944,Construction,Port,v1,24102.6,Net 45,Credit Card,2023-07-15,true
945,Supply,Airport,v5,70019.43,Net 60,Bank Transfer,2023-09-13,false
946,Supply,Airport,v3,18175.06,Net 60,Credit Card,2023-08-18,false
947,Construction,Public Works,v4,88234.07,Net 30,Bank Transfer,2023-07-18,true
948,Services,Public Works,v2,61755.76,Net 60,Bank Transfer,2022-12-19,false
949,Construction,Airport,v5,13698.05,Net 60,Credit Card,2022-12-10,true
950,Services,Public Works,v2,48978.94,Net 30,PayPal,2023-07-10,false
951,Construction,Airport,v4,25905.96,Net 45,Credit Card,2023-08-17,false
952,Supply,Port,v4,93363.87,Net 60,Bank Transfer,2023-09-28,true
953,Services,Public Works,v2,59557.2,Net 60,PayPal,2023-03-12,false
954,Services,Transportation,v1,32598.57,Net 30,Credit Card,2023-03-06,true
955,Services,Airport,v2,15207.75,Net 45,PayPal,2022-12-29,true
956,Services,Engineering,v1,65166.07,Net 60,Bank Transfer,2023-09-13,false
957,Services,Engineering,v5,98510.13,Net 45,Bank Transfer,2023-09-01,false
958,Maintenance,Airport,v5,57571.83,Net 30,PayPal,2023-06-17,false
959,Maintenance,Engineering,v3,41550.96,Net 45,PayPal,2023-02-19,true
960,Maintenance,Airport,v3,91078.81,Net 60,PayPal,2023-08-16,true
961,Supply,Bridge and Highway,v1,39107.73,Net 45,Credit Card,2022-12-16,true
962,Supply,Public Works,v2,30689.29,Net 45,PayPal,2022-11-15,false
963,Maintenance,Engineering,v5,63350.38,Net 30,Credit Card,2023-04-27,false
964,Services,Bridge and Highway,v4,86995.52,Net 60,Bank Transfer,2023-01-20,false
965,Supply,Bridge and Highway,v5,39681.82,Net 45,PayPal,2023-03-27,false
966,Supply,Airport,v3,57426.44,Net 30,PayPal,2023-04-23,true
967,Supply,Engineering,v5,12959.55,Net 30,PayPal,2022-12-31,true
968,Maintenance,Transportation,v2,87296.57,Net 45,Bank Transfer,2023-10-27,false
969,Construction,Engineering,v1,56297.26,Net 60,Bank Transfer,2023-05-26,true
970,Construction,Public Works,v3,43827.06,Net 60,PayPal,2023-08-28,false
971,Maintenance,Public Works,v1,51703.83,Net 45,Credit Card,2022-12-26,false
972,Maintenance,Airport,v3,14558.19,Net 60,Credit Card,2023-09-16,true
973,Services,Engineering,v2,13461.24,Net 60,Bank Transfer,2023-05-24,false
974,Maintenance,Public Works,v5,35200.19,Net 30,PayPal,2023-06-19,true
975,Maintenance,Transportation,v1,39406.33,Net 30,Bank Transfer,2023-02-16,false
976,Services,Port,v5,43165.05,Net 60,Credit Card,2023-05-18,true
977,Services,Engineering,v3,50233.41,Net 45,Credit Card,2023-05-03,false
978,Services,Engineering,v2,31671.3,Net 30,Credit Card,2023-04-25,true
979,Maintenance,Airport,v1,58811.07,Net 30,Bank Transfer,2023-03-22,false
980,Maintenance,Bridge and Highway,v4,62051.67,Net 45,Credit Card,2023-05-31,false
981,Construction,Port,v5,31819.69,Net 45,Credit Card,2023-04-29,true
982,Services,Transportation,v1,80179.94,Net 45,PayPal,2023-04-19,false
983,Maintenance,Airport,v2,30560.93,Net 45,PayPal,2022-11-20,true
984,Maintenance,Public Works,v5,45717.09,Net 60,Bank Transfer,2022-12-27,true
985,Services,Public Works,v3,38914.18,Net 45,PayPal,2023-02-11,false
986,Maintenance,Public Works,v1,57591.73,Net 45,Bank Transfer,2023-04-20,false
987,Supply,Bridge and Highway,v3,30464.75,Net 30,Credit Card,2022-11-21,true
988,Maintenance,Airport,v1,34519.78,Net 30,Bank Transfer,2023-07-10,true
989,Supply,Bridge and Highway,v4,20071.98,Net 30,Bank Transfer,2023-05-24,true
990,Services,Public Works,v1,59037.31,Net 60,PayPal,2023-04-02,false
991,Supply,Public Works,v3,29321.94,Net 45,Bank Transfer,2023-01-17,true
992,Maintenance,Bridge and Highway,v2,20116.94,Net 45,PayPal,2022-11-05,false
993,Supply,Airport,v3,27043.41,Net 45,PayPal,2023-07-28,false
994,Supply,Bridge and Highway,v5,23633.09,Net 60,Bank Transfer,2022-11-02,false
995,Services,Public Works,v2,56753.59,Net 30,Credit Card,2023-02-09,true
996,Supply,Public Works,v4,64215.94,Net 60,Credit Card,2023-03-21,true
997,Supply,Engineering,v1,79823.43,Net 30,Credit Card,2023-08-02,false
998,Maintenance,Public Works,v4,23708.48,Net 30,Bank Transfer,2023-06-02,false
999,Construction,Transportation,v3,10992.23,Net 30,PayPal,2023-03-11,true
1000,Construction,Port,v2,37249.96,Net 30,Bank Transfer,2023-05-02,false
1,Construction,Bridge and Highway,v2,55214.14,Net 30,Bank Transfer,2022-12-19,true
2,Services,Engineering,v3,48211.64,Net 30,Credit Card,2022-11-29,true
3,Construction,Airport,v4,14561.0,Net 45,PayPal,2022-11-04,true
4,Maintenance,Bridge and Highway,v5,59898.71,Net 30,Bank Transfer,2023-09-09,false
5,Construction,Port,v3,34201.5,Net 30,PayPal,2023-09-05,true
6,Construction,Engineering,v1,36468.09,Net 60,Credit Card,2023-01-24,false
7,Supply,Engineering,v5,16504.41,Net 60,PayPal,2023-05-07,true
8,Construction,Airport,v1,18544.62,Net 45,Credit Card,2023-09-24,false
9,Services,Engineering,v5,99468.85,Net 45,Credit Card,2023-08-04,true
10,Services,Engineering,v4,72587.3,Net 60,Bank Transfer,2023-10-01,false
11,Supply,Public Works,v4,40243.5,Net 45,PayPal,2023-07-23,false
