ContractID,ContractType,Department,VendorID,ContractValue,PaymentTerms,Payment_Method,IsFraud
865,Maintenance,Port,v4,69327.54,Net 45,Credit Card,0
866,Services,Engineering,v4,63190.57,Net 45,PayPal,0
867,Construction,Public Works,v3,32834.7,Net 60,Credit Card,1
868,Services,Engineering,v1,93660.19,Net 60,Credit Card,0
869,Services,Engineering,v5,14305.03,Net 60,Credit Card,1
870,Services,Bridge and Highway,v1,57095.54,Net 45,Credit Card,1
871,Supply,Public Works,v5,4276.88,Net 30,Bank Transfer,1
872,Services,Airport,v1,64287.23,Net 45,Credit Card,0
873,Supply,Engineering,v4,28001.19,Net 45,Credit Card,0
874,Services,Bridge and Highway,v4,59384.8,Net 60,PayPal,0
875,Construction,Airport,v5,37897.05,Net 45,Credit Card,0
876,Maintenance,Engineering,v2,47382.58,Net 60,Bank Transfer,0
877,Supply,Engineering,v4,243.24,Net 60,Bank Transfer,1
878,Services,Engineering,v1,56321.08,Net 30,PayPal,0
879,Supply,Port,v4,64313.69,Net 30,Credit Card,0
880,Services,Engineering,v1,29876.62,Net 45,Credit Card,0
881,Maintenance,Engineering,v2,46065.4,Net 45,Bank Transfer,0
882,Services,Airport,v2,37452.19,Net 45,PayPal,1
883,Supply,Engineering,v4,70707.76,Net 60,PayPal,0
884,Construction,Bridge and Highway,v1,3059.07,Net 30,Bank Transfer,1
885,Services,Port,v2,17944.34,Net 60,Credit Card,0
886,Construction,Engineering,v4,80660.73,Net 45,PayPal,0
887,Services,Transportation,v1,49694.74,Net 45,Credit Card,0
888,Supply,Engineering,v5,38918.06,Net 60,Credit Card,1
889,Supply,Bridge and Highway,v3,39692.85,Net 60,Bank Transfer,1
890,Supply,Port,v2,69328.77,Net 30,Bank Transfer,0
891,Services,Engineering,v5,97141.37,Net 60,Credit Card,0
892,Construction,Public Works,v1,17383.28,Net 30,PayPal,1
893,Supply,Engineering,v2,26850.0,Net 45,Bank Transfer,0
894,Construction,Port,v2,67421.64,Net 45,PayPal,1
895,Supply,Engineering,v2,90201.95,Net 60,Credit Card,0
896,Construction,Engineering,v2,67850.34,Net 45,Credit Card,0
897,Services,Engineering,v1,79555.6,Net 30,Credit Card,1
898,Maintenance,Public Works,v5,64630.35,Net 30,Bank Transfer,0
899,Services,Port,v5,779.33,Net 45,PayPal,1
900,Supply,Port,v1,91167.43,Net 45,PayPal,0
901,Services,Public Works,v3,85984.66,Net 60,Credit Card,0
902,Construction,Engineering,v3,30873.44,Net 45,Credit Card,0
903,Services,Port,v1,10540.71,Net 60,PayPal,1
904,Construction,Public Works,v1,42100.51,Net 30,PayPal,1
905,Construction,Airport,v1,73591.36,Net 30,Credit Card,0
906,Construction,Engineering,v4,93662.08,Net 45,Credit Card,1
907,Services,Bridge and Highway,v2,5383.67,Net 30,Bank Transfer,0
908,Supply,Bridge and Highway,v2,67530.63,Net 60,Credit Card,1
909,Services,Bridge and Highway,v5,70020.67,Net 45,PayPal,1
910,Services,Bridge and Highway,v3,50487.3,Net 45,PayPal,0
911,Services,Transportation,v4,55336.01,Net 60,Credit Card,0
912,Services,Port,v1,58912.56,Net 30,Credit Card,0
913,Supply,Bridge and Highway,v3,75311.9,Net 60,Credit Card,0
914,Construction,Engineering,v1,86373.24,Net 30,Credit Card,1
915,Construction,Engineering,v5,43747.54,Net 60,Bank Transfer,0
916,Construction,Engineering,v1,20052.36,Net 45,Credit Card,0
917,Maintenance,Engineering,v1,55400.71,Net 60,Credit Card,0
918,Construction,Port,v2,93678.67,Net 60,PayPal,0
919,Supply,Engineering,v5,65612.38,Net 45,PayPal,0
920,Supply,Engineering,v1,88524.97,Net 60,Credit Card,0
921,Maintenance,Engineering,v1,34913.63,Net 30,Credit Card,0
922,Supply,Engineering,v4,22484.32,Net 60,Credit Card,0
923,Services,Bridge and Highway,v2,17240.0,Net 60,PayPal,0
924,Supply,Public Works,v3,49932.69,Net 45,Bank Transfer,0
925,Supply,Airport,v2,87273.82,Net 60,Bank Transfer,1
926,Supply,Bridge and Highway,v4,18086.23,Net 45,Credit Card,0
927,Services,Bridge and Highway,v5,8921.94,Net 30,Credit Card,0
928,Construction,Public Works,v1,97380.79,Net 30,Credit Card,1
929,Supply,Bridge and Highway,v5,66956.24,Net 60,Credit Card,0
930,Construction,Public Works,v1,68189.67,Net 60,Credit Card,0
931,Services,Public Works,v4,54614.38,Net 30,Credit Card,0
932,Services,Engineering,v2,71006.92,Net 60,Bank Transfer,1
933,Supply,Public Works,v5,23080.5,Net 45,PayPal,0
934,Supply,Transportation,v2,54684.53,Net 60,PayPal,0
935,Services,Airport,v1,28549.03,Net 60,Bank Transfer,0
936,Services,Airport,v3,40324.69,Net 60,Credit Card,0
937,Supply,Public Works,v3,13591.56,Net 45,PayPal,0
938,Maintenance,Engineering,v2,14104.34,Net 30,Bank Transfer,0
939,Supply,Port,v3,23620.58,Net 45,PayPal,0
940,Services,Engineering,v5,58524.0,Net 45,Credit Card,1
941,Construction,Bridge and Highway,v2,88935.86,Net 60,Credit Card,0
942,Construction,Port,v4,57314.9,Net 45,Credit Card,1
943,Services,Engineering,v2,48231.54,Net 60,Credit Card,0
944,Maintenance,Engineering,v5,77275.13,Net 60,PayPal,1
945,Services,Public Works,v1,42432.95,Net 60,Bank Transfer,0
946,Supply,Airport,v4,3789.7,Net 60,Credit Card,0
947,Maintenance,Public Works,v2,92132.97,Net 60,PayPal,1
948,Services,Engineering,v2,2860.51,Net 60,Credit Card,1
949,Construction,Public Works,v3,7652.0,Net 30,Bank Transfer,0
950,Services,Port,v2,50498.94,Net 60,Credit Card,0
951,Services,Airport,v2,61987.99,Net 45,Credit Card,1
952,Supply,Engineering,v1,3769.52,Net 45,Bank Transfer,0
953,Maintenance,Public Works,v3,48632.1,Net 30,Credit Card,1
954,Supply,Transportation,v5,79639.88,Net 30,Credit Card,0
955,Maintenance,Engineering,v2,28961.65,Net 45,PayPal,0
956,Services,Engineering,v1,27772.43,Net 60,Credit Card,1
957,Construction,Port,v2,61385.99,Net 30,PayPal,1
958,Services,Engineering,v1,24257.41,Net 60,Credit Card,1
959,Services,Public Works,v2,41784.19,Net 45,Credit Card,0
960,Services,Bridge and Highway,v3,80175.1,Net 60,PayPal,0
961,Services,Airport,v2,57339.44,Net 30,PayPal,1
962,Supply,Engineering,v4,18229.14,Net 30,PayPal,0
963,Supply,Engineering,v1,46120.63,Net 30,Credit Card,0
964,Supply,Transportation,v5,66658.65,Net 60,Credit Card,1
965,Supply,Public Works,v5,51011.5,Net 30,PayPal,0
966,Services,Port,v5,87742.4,Net 30,Credit Card,1
967,Construction,Port,v1,18856.21,Net 60,PayPal,0
968,Services,Engineering,v5,42055.75,Net 30,Credit Card,0
969,Supply,Bridge and Highway,v1,21652.39,Net 60,PayPal,0
970,Services,Port,v5,73958.16,Net 60,PayPal,0
971,Services,Public Works,v5,31339.4,Net 30,Bank Transfer,0
972,Maintenance,Bridge and Highway,v2,8208.81,Net 30,Credit Card,0
973,Construction,Transportation,v5,67376.48,Net 60,PayPal,0
974,Maintenance,Engineering,v2,40351.56,Net 45,PayPal,1
975,Services,Engineering,v4,16284.78,Net 30,PayPal,0
976,Services,Engineering,v4,43093.74,Net 45,Credit Card,0
977,Services,Engineering,v5,9219.73,Net 60,PayPal,0
978,Maintenance,Port,v1,62929.79,Net 60,Bank Transfer,0
979,Services,Engineering,v3,18261.81,Net 30,PayPal,1
980,Supply,Engineering,v5,11591.93,Net 60,Credit Card,0
981,Construction,Bridge and Highway,v5,90478.64,Net 60,Bank Transfer,1
982,Services,Bridge and Highway,v3,14358.96,Net 45,Bank Transfer,1
983,Supply,Airport,v2,22012.19,Net 60,Bank Transfer,0
984,Supply,Public Works,v5,87248.25,Net 45,Credit Card,1
985,Supply,Public Works,v1,34564.36,Net 45,PayPal,0
986,Construction,Engineering,v4,4889.42,Net 45,Credit Card,0
987,Supply,Airport,v3,7035.82,Net 60,PayPal,0
988,Supply,Airport,v1,63887.19,Net 45,Credit Card,0
989,Construction,Engineering,v4,59313.18,Net 60,Bank Transfer,0
990,Supply,Engineering,v2,2318.21,Net 60,Bank Transfer,0
991,Services,Port,v1,25868.89,Net 60,Credit Card,0
992,Services,Engineering,v5,72693.95,Net 60,Credit Card,1
993,Services,Port,v1,28872.94,Net 60,Credit Card,1
994,Construction,Port,v5,34292.68,Net 45,Credit Card,1
995,Construction,Public Works,v3,74552.57,Net 60,PayPal,0
996,Supply,Airport,v4,15323.57,Net 45,Credit Card,1
997,Services,Public Works,v1,12274.2,Net 60,Bank Transfer,1
998,Supply,Public Works,v1,24624.7,Net 60,Bank Transfer,0
999,Construction,Bridge and Highway,v1,63381.2,Net 60,Bank Transfer,1
1000,Services,Public Works,v5,32971.55,Net 60,PayPal,0
